Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
,,,,,,,766,22901.09773
,,,,,,,767,20482.36008
,,,,,,,768,18561.61572
,,,,,,,769,16411.47821
,,,,,,,770,15562.18716
,,,,,,,771,15039.05427
,,,,,,,772,14980.13985
,,,,,,,773,15149.00198
,,,,,,,774,16447.77207
,,,,,,,775,19649.89487
,,,,,,,776,24714.99616
,,,,,,,777,26280.23171
,,,,,,,778,26162.05454
,,,,,,,779,25992.47599
,,,,,,,780,26639.46333
,,,,,,,781,27100.33923
,,,,,,,782,26575.22145
,,,,,,,783,26899.81192
,,,,,,,784,28283.69846
,,,,,,,785,29202.3965
,,,,,,,786,31691.33346
,,,,,,,787,31168.40862
,,,,,,,788,28319.89453
,,,,,,,789,27548.1597
,,,,,,,790,22849.63879
,,,,,,,791,20547.71131
,,,,,,,792,18730.89248
,,,,,,,793,17335.39187
,,,,,,,794,16493.31041
,,,,,,,795,15887.72052
,,,,,,,796,15875.1552
,,,,,,,797,16438.59725
,,,,,,,798,18165.56871
,,,,,,,799,22067.8589
,,,,,,,800,27930.45024
,,,,,,,801,30022.51177
,,,,,,,802,29925.25257
,,,,,,,803,29243.97266
,,,,,,,804,29708.89298
,,,,,,,805,29893.25178
,,,,,,,806,28517.20229
,,,,,,,807,28235.42188
,,,,,,,808,28942.47177
,,,,,,,809,30698.1523
,,,,,,,810,32730.80488
,,,,,,,811,33075.41991
,,,,,,,812,30396.80267
,,,,,,,813,29463.16239
,,,,,,,814,24191.69884
,,,,,,,815,21866.01188
,,,,,,,816,20343.44538
,,,,,,,817,19267.30149
,,,,,,,818,17922.13341
,,,,,,,819,17657.23937
,,,,,,,820,17620.72411
,,,,,,,821,17932.80476
,,,,,,,822,19073.99651
,,,,,,,823,20376.64866
,,,,,,,824,21964.77446
,,,,,,,825,23458.14117
,,,,,,,826,24995.53774
,,,,,,,827,25768.22262
,,,,,,,828,27186.15725
,,,,,,,829,27705.61678
,,,,,,,830,26620.19484
,,,,,,,831,25971.81236
,,,,,,,832,24990.8739
,,,,,,,833,25166.51884
,,,,,,,834,24853.15354
,,,,,,,835,27267.23043
,,,,,,,836,27960.04158
,,,,,,,837,26826.12252
,,,,,,,838,25614.15751
,,,,,,,839,23663.67158
,,,,,,,840,21069.92726
,,,,,,,841,18868.69731
,,,,,,,842,17495.06999
,,,,,,,843,17250.28501
,,,,,,,844,17036.31768
,,,,,,,845,16951.26202
,,,,,,,846,17706.53958
,,,,,,,847,18364.87155
,,,,,,,848,19368.34968
,,,,,,,849,20119.00351
,,,,,,,850,21284.984
,,,,,,,851,21960.12834
,,,,,,,852,23203.48794
,,,,,,,853,24194.1917
,,,,,,,854,23611.76236
,,,,,,,855,23217.66387
,,,,,,,856,23351.45718
,,,,,,,857,23892.25571
,,,,,,,858,24020.59295
,,,,,,,859,27415.52413
,,,,,,,860,27960.24913
,,,,,,,861,26293.01845
,,,,,,,862,25229.45528
,,,,,,,863,23473.9292
,,,,,,,864,21409.87955
,,,,,,,865,18130.37569
,,,,,,,866,16949.37088
,,,,,,,867,16602.47701
,,,,,,,868,16862.39799
,,,,,,,869,17096.73956
,,,,,,,870,18277.06942
,,,,,,,871,21687.91275
,,,,,,,872,26864.25632
,,,,,,,873,28113.31366
,,,,,,,874,27514.94677
,,,,,,,875,26795.12361
,,,,,,,876,27215.88428
,,,,,,,877,27381.31162
,,,,,,,878,26493.20801
,,,,,,,879,26614.56441
,,,,,,,880,27831.95693
,,,,,,,881,29806.56768
,,,,,,,882,31753.22571
,,,,,,,883,32082.50706
,,,,,,,884,29366.0265
,,,,,,,885,28124.4434
,,,,,,,886,23172.17306
,,,,,,,887,20423.27277
,,,,,,,888,18380.47807
,,,,,,,889,16586.89847
,,,,,,,890,15608.478
,,,,,,,891,15020.51708
,,,,,,,892,14991.6912
,,,,,,,893,15123.79848
,,,,,,,894,16482.44035
,,,,,,,895,19864.14555
,,,,,,,896,25076.95849
