Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7
,,,,,,,274,0,2017.7,2017.7,2017.7,2017.7,2017.7,2017.7
,,,,,,,275,0,2157.8,2157.8,2157.8,2157.8,2157.8,2157.8
,,,,,,,276,0,2387.2,2387.2,2387.2,2387.2,2387.2,2387.2
,,,,,,,277,0,2565.4,2565.4,2565.4,2565.4,2565.4,2565.4
,,,,,,,278,0,2667.8,2667.8,2667.8,2667.8,2667.8,2667.8
,,,,,,,279,0,2684.5,2684.5,2684.5,2684.5,2684.5,2684.5
,,,,,,,280,0,2762.9,2762.9,2762.9,2762.9,2762.9,2762.9
,,,,,,,281,0,2724.6,2724.6,2724.6,2724.6,2724.6,2724.6
,,,,,,,282,0,2744.9,2744.9,2744.9,2744.9,2744.9,2744.9
,,,,,,,283,0,2600.1,2600.1,2600.1,2600.1,2600.1,2600.1
,,,,,,,284,0,2573.9,2573.9,2573.9,2573.9,2573.9,2573.9
,,,,,,,285,0,2552.8,2552.8,2552.8,2552.8,2552.8,2552.8
,,,,,,,286,0,2649.7,2649.7,2649.7,2649.7,2649.7,2649.7
,,,,,,,287,0,2800.7,2800.7,2800.7,2800.7,2800.7,2800.7
,,,,,,,288,0,2759.8,2759.8,2759.8,2759.8,2759.8,2759.8
,,,,,,,289,0,2655.5,2655.5,2655.5,2655.5,2655.5,2655.5
,,,,,,,290,0,2527.9,2527.9,2527.9,2527.9,2527.9,2527.9
,,,,,,,291,0,2371.6,2371.6,2371.6,2371.6,2371.6,2371.6
,,,,,,,292,0,2191.1,2191.1,2191.1,2191.1,2191.1,2191.1
,,,,,,,293,0,2035.6,2035.6,2035.6,2035.6,2035.6,2035.6
,,,,,,,294,0,1935.1,1935.1,1935.1,1935.1,1935.1,1935.1
,,,,,,,295,0,1879.0,1879.0,1879.0,1879.0,1879.0,1879.0
,,,,,,,296,0,1855.1,1855.1,1855.1,1855.1,1855.1,1855.1
,,,,,,,297,0,1859.1,1859.1,1859.1,1859.1,1859.1,1859.1
,,,,,,,298,0,1921.0,1921.0,1921.0,1921.0,1921.0,1921.0
,,,,,,,299,0,2065.9,2065.9,2065.9,2065.9,2065.9,2065.9
,,,,,,,300,0,2298.4,2298.4,2298.4,2298.4,2298.4,2298.4
,,,,,,,301,0,2487.6,2487.6,2487.6,2487.6,2487.6,2487.6
,,,,,,,302,0,2598.3,2598.3,2598.3,2598.3,2598.3,2598.3
,,,,,,,303,0,2638.6,2638.6,2638.6,2638.6,2638.6,2638.6
,,,,,,,304,0,2681.1,2681.1,2681.1,2681.1,2681.1,2681.1
,,,,,,,305,0,2676.3,2676.3,2676.3,2676.3,2676.3,2676.3
,,,,,,,306,0,2600.8,2600.8,2600.8,2600.8,2600.8,2600.8
,,,,,,,307,0,2555.0,2555.0,2555.0,2555.0,2555.0,2555.0
,,,,,,,308,0,2546.7,2546.7,2546.7,2546.7,2546.7,2546.7
,,,,,,,309,0,2543.4,2543.4,2543.4,2543.4,2543.4,2543.4
,,,,,,,310,0,2638.4,2638.4,2638.4,2638.4,2638.4,2638.4
,,,,,,,311,0,2765.0,2765.0,2765.0,2765.0,2765.0,2765.0
,,,,,,,312,0,2716.3,2716.3,2716.3,2716.3,2716.3,2716.3
,,,,,,,313,0,2613.9,2613.9,2613.9,2613.9,2613.9,2613.9
,,,,,,,314,0,2489.3,2489.3,2489.3,2489.3,2489.3,2489.3
,,,,,,,315,0,2334.4,2334.4,2334.4,2334.4,2334.4,2334.4
,,,,,,,316,0,2153.0,2153.0,2153.0,2153.0,2153.0,2153.0
,,,,,,,317,0,2004.4,2004.4,2004.4,2004.4,2004.4,2004.4
,,,,,,,318,0,1905.3,1905.3,1905.3,1905.3,1905.3,1905.3
,,,,,,,319,0,1852.5,1852.5,1852.5,1852.5,1852.5,1852.5
